N_Vecinos,Tipo_vot,P_casos,P_Atrib,Distance,Prec_pred
3,0,50,Cercania,[],Euclidea,1.0
3,0,55,Cercania,[],Euclidea,1.0
3,0,60,Cercania,[],Euclidea,1.0
3,0,65,Cercania,[],Euclidea,1.0
3,0,67,Cercania,[],Euclidea,1.0
3,0,70,Cercania,[],Euclidea,1.0
3,0,75,Cercania,[],Euclidea,1.0
3,0,80,Cercania,[],Euclidea,1.0
3,0,85,Cercania,[],Euclidea,1.0
3,0,90,Cercania,[],Euclidea,1.0
3,0,91,Cercania,[],Euclidea,1.0
3,0,92,Cercania,[],Euclidea,1.0
3,0,93,Cercania,[],Euclidea,1.0
3,0,94,Cercania,[],Euclidea,1.0
3,0,95,Cercania,[],Euclidea,1.0
3,0,96,Cercania,[],Euclidea,1.0
3,0,97,Cercania,[],Euclidea,1.0
3,0,98,Cercania,[],Euclidea,1.0
3,0,99,Cercania,[],Euclidea,1.0
3,1,00,Cercania,[],Euclidea,1.0
3,0,50,Igual_votos,[],Euclidea,0.96
3,0,55,Igual_votos,[],Euclidea,0.96
3,0,60,Igual_votos,[],Euclidea,0.96
3,0,65,Igual_votos,[],Euclidea,0.96
3,0,67,Igual_votos,[],Euclidea,0.96
3,0,70,Igual_votos,[],Euclidea,1.0
3,0,75,Igual_votos,[],Euclidea,1.0
3,0,80,Igual_votos,[],Euclidea,1.0
3,0,85,Igual_votos,[],Euclidea,1.0
3,0,90,Igual_votos,[],Euclidea,1.0
3,0,91,Igual_votos,[],Euclidea,1.0
3,0,92,Igual_votos,[],Euclidea,1.0
3,0,93,Igual_votos,[],Euclidea,1.0
3,0,94,Igual_votos,[],Euclidea,1.0
3,0,95,Igual_votos,[],Euclidea,1.0
3,0,96,Igual_votos,[],Euclidea,1.0
3,0,97,Igual_votos,[],Euclidea,1.0
3,0,98,Igual_votos,[],Euclidea,1.0
3,0,99,Igual_votos,[],Euclidea,1.0
3,1,00,Igual_votos,[],Euclidea,1.0
3,0,50,Voto_fijo,[],Euclidea,0.96
3,0,55,Voto_fijo,[],Euclidea,1.0
3,0,60,Voto_fijo,[],Euclidea,1.0
3,0,65,Voto_fijo,[],Euclidea,1.0
3,0,67,Voto_fijo,[],Euclidea,1.0
3,0,70,Voto_fijo,[],Euclidea,1.0
3,0,75,Voto_fijo,[],Euclidea,1.0
3,0,80,Voto_fijo,[],Euclidea,1.0
3,0,85,Voto_fijo,[],Euclidea,1.0
3,0,90,Voto_fijo,[],Euclidea,1.0
3,0,91,Voto_fijo,[],Euclidea,1.0
3,0,92,Voto_fijo,[],Euclidea,1.0
3,0,93,Voto_fijo,[],Euclidea,1.0
3,0,94,Voto_fijo,[],Euclidea,1.0
3,0,95,Voto_fijo,[],Euclidea,1.0
3,0,96,Voto_fijo,[],Euclidea,1.0
3,0,97,Voto_fijo,[],Euclidea,1.0
3,0,98,Voto_fijo,[],Euclidea,1.0
3,0,99,Voto_fijo,[],Euclidea,1.0
3,1,00,Voto_fijo,[],Euclidea,1.0
3,0,50,Cercania,[],Manhattan,1.0
3,0,55,Cercania,[],Manhattan,1.0
3,0,60,Cercania,[],Manhattan,1.0
3,0,65,Cercania,[],Manhattan,1.0
3,0,67,Cercania,[],Manhattan,1.0
3,0,70,Cercania,[],Manhattan,1.0
3,0,50,Igual_votos,[],Manhattan,0.96
3,0,55,Igual_votos,[],Manhattan,0.96
3,0,60,Igual_votos,[],Manhattan,0.96
3,0,65,Igual_votos,[],Manhattan,0.96
3,0,67,Igual_votos,[],Manhattan,0.96
3,0,70,Igual_votos,[],Manhattan,1.0
3,0,75,Igual_votos,[],Manhattan,1.0
3,0,80,Igual_votos,[],Manhattan,1.0
3,0,85,Igual_votos,[],Manhattan,1.0
3,0,90,Igual_votos,[],Manhattan,1.0
3,0,91,Igual_votos,[],Manhattan,1.0
3,0,92,Igual_votos,[],Manhattan,1.0
3,0,93,Igual_votos,[],Manhattan,1.0
3,0,94,Igual_votos,[],Manhattan,1.0
3,0,95,Igual_votos,[],Manhattan,1.0
3,0,96,Igual_votos,[],Manhattan,1.0
3,0,97,Igual_votos,[],Manhattan,1.0
3,0,98,Igual_votos,[],Manhattan,1.0
3,0,99,Igual_votos,[],Manhattan,1.0
3,1,00,Igual_votos,[],Manhattan,1.0
3,0,50,Voto_fijo,[],Manhattan,0.96
3,0,55,Voto_fijo,[],Manhattan,1.0
3,0,60,Voto_fijo,[],Manhattan,1.0
3,0,65,Voto_fijo,[],Manhattan,1.0
3,0,67,Voto_fijo,[],Manhattan,1.0
3,0,70,Voto_fijo,[],Manhattan,1.0
3,0,75,Voto_fijo,[],Manhattan,1.0
3,0,80,Voto_fijo,[],Manhattan,1.0
3,0,85,Voto_fijo,[],Manhattan,1.0
3,0,90,Voto_fijo,[],Manhattan,1.0
3,0,91,Voto_fijo,[],Manhattan,1.0
3,0,92,Voto_fijo,[],Manhattan,1.0
3,0,93,Voto_fijo,[],Manhattan,1.0
3,0,94,Voto_fijo,[],Manhattan,1.0
3,0,95,Voto_fijo,[],Manhattan,1.0
3,0,96,Voto_fijo,[],Manhattan,1.0
3,0,97,Voto_fijo,[],Manhattan,1.0
3,0,98,Voto_fijo,[],Manhattan,1.0
3,0,99,Voto_fijo,[],Manhattan,1.0
3,1,00,Voto_fijo,[],Manhattan,1.0
3,0,50,Igual_votos,[],Chebychef,0.9733333333333334
3,0,55,Igual_votos,[],Chebychef,0.9733333333333334
3,0,60,Igual_votos,[],Chebychef,0.9733333333333334
3,0,65,Igual_votos,[],Chebychef,0.9733333333333334
3,0,67,Igual_votos,[],Chebychef,0.9733333333333334
3,0,70,Igual_votos,[],Chebychef,1.0
3,0,75,Igual_votos,[],Chebychef,1.0
3,0,80,Igual_votos,[],Chebychef,1.0
3,0,85,Igual_votos,[],Chebychef,1.0
3,0,90,Igual_votos,[],Chebychef,1.0
3,0,91,Igual_votos,[],Chebychef,1.0
3,0,92,Igual_votos,[],Chebychef,1.0
3,0,93,Igual_votos,[],Chebychef,1.0
3,0,94,Igual_votos,[],Chebychef,1.0
3,0,95,Igual_votos,[],Chebychef,1.0
3,0,96,Igual_votos,[],Chebychef,1.0
3,0,97,Igual_votos,[],Chebychef,1.0
3,0,98,Igual_votos,[],Chebychef,1.0
3,0,99,Igual_votos,[],Chebychef,1.0
3,1,00,Igual_votos,[],Chebychef,1.0
3,0,50,Voto_fijo,[],Chebychef,0.9733333333333334
3,0,55,Voto_fijo,[],Chebychef,1.0
3,0,60,Voto_fijo,[],Chebychef,1.0
3,0,65,Voto_fijo,[],Chebychef,1.0
3,0,67,Voto_fijo,[],Chebychef,1.0
3,0,70,Voto_fijo,[],Chebychef,1.0
3,0,75,Voto_fijo,[],Chebychef,1.0
3,0,80,Voto_fijo,[],Chebychef,1.0
3,0,85,Voto_fijo,[],Chebychef,1.0
3,0,90,Voto_fijo,[],Chebychef,1.0
3,0,91,Voto_fijo,[],Chebychef,1.0
3,0,92,Voto_fijo,[],Chebychef,1.0
3,0,93,Voto_fijo,[],Chebychef,1.0
3,0,94,Voto_fijo,[],Chebychef,1.0
3,0,95,Voto_fijo,[],Chebychef,1.0
3,0,96,Voto_fijo,[],Chebychef,1.0
3,0,97,Voto_fijo,[],Chebychef,1.0
3,0,98,Voto_fijo,[],Chebychef,1.0
3,0,99,Voto_fijo,[],Chebychef,1.0
3,1,00,Voto_fijo,[],Chebychef,1.0
4,0,50,Cercania,[],Euclidea,1.0
4,0,55,Cercania,[],Euclidea,1.0
4,0,60,Cercania,[],Euclidea,1.0
4,0,65,Cercania,[],Euclidea,1.0
4,0,67,Cercania,[],Euclidea,1.0
4,0,70,Cercania,[],Euclidea,1.0
4,0,75,Cercania,[],Euclidea,1.0
4,0,80,Cercania,[],Euclidea,1.0
4,0,85,Cercania,[],Euclidea,1.0
4,0,90,Cercania,[],Euclidea,1.0
4,0,91,Cercania,[],Euclidea,1.0
4,0,92,Cercania,[],Euclidea,1.0
4,0,93,Cercania,[],Euclidea,1.0
4,0,94,Cercania,[],Euclidea,1.0
4,0,95,Cercania,[],Euclidea,1.0
4,0,96,Cercania,[],Euclidea,1.0
4,0,97,Cercania,[],Euclidea,1.0
4,0,98,Cercania,[],Euclidea,1.0
4,0,99,Cercania,[],Euclidea,1.0
4,1,00,Cercania,[],Euclidea,1.0
4,0,50,Igual_votos,[],Euclidea,0.96
4,0,55,Igual_votos,[],Euclidea,0.972972972972973
4,0,60,Igual_votos,[],Euclidea,0.972972972972973
4,0,65,Igual_votos,[],Euclidea,0.972972972972973
4,0,67,Igual_votos,[],Euclidea,0.972972972972973
4,0,70,Igual_votos,[],Euclidea,0.972972972972973
4,0,75,Igual_votos,[],Euclidea,0.972972972972973
4,0,80,Igual_votos,[],Euclidea,1.0
4,0,85,Igual_votos,[],Euclidea,1.0
4,0,90,Igual_votos,[],Euclidea,1.0
4,0,91,Igual_votos,[],Euclidea,1.0
4,0,92,Igual_votos,[],Euclidea,1.0
4,0,93,Igual_votos,[],Euclidea,1.0
4,0,94,Igual_votos,[],Euclidea,1.0
4,0,95,Igual_votos,[],Euclidea,1.0
4,0,96,Igual_votos,[],Euclidea,1.0
4,0,97,Igual_votos,[],Euclidea,1.0
4,0,98,Igual_votos,[],Euclidea,1.0
4,0,99,Igual_votos,[],Euclidea,1.0
4,1,00,Igual_votos,[],Euclidea,1.0
4,0,50,Voto_fijo,[],Euclidea,0.96
4,0,55,Voto_fijo,[],Euclidea,0.972972972972973
4,0,60,Voto_fijo,[],Euclidea,0.972972972972973
4,0,65,Voto_fijo,[],Euclidea,1.0
4,0,67,Voto_fijo,[],Euclidea,1.0
4,0,70,Voto_fijo,[],Euclidea,1.0
4,0,75,Voto_fijo,[],Euclidea,1.0
4,0,80,Voto_fijo,[],Euclidea,1.0
4,0,85,Voto_fijo,[],Euclidea,1.0
4,0,90,Voto_fijo,[],Euclidea,1.0
4,0,91,Voto_fijo,[],Euclidea,1.0
4,0,92,Voto_fijo,[],Euclidea,1.0
4,0,93,Voto_fijo,[],Euclidea,1.0
4,0,94,Voto_fijo,[],Euclidea,1.0
4,0,95,Voto_fijo,[],Euclidea,1.0
4,0,96,Voto_fijo,[],Euclidea,1.0
4,0,97,Voto_fijo,[],Euclidea,1.0
4,0,98,Voto_fijo,[],Euclidea,1.0
4,0,99,Voto_fijo,[],Euclidea,1.0
4,1,00,Voto_fijo,[],Euclidea,1.0
4,0,50,Cercania,[],Manhattan,1.0
4,0,55,Cercania,[],Manhattan,1.0
4,0,60,Cercania,[],Manhattan,1.0
4,0,65,Cercania,[],Manhattan,1.0
4,0,67,Cercania,[],Manhattan,1.0
4,0,70,Cercania,[],Manhattan,1.0
4,0,75,Cercania,[],Manhattan,1.0
4,0,50,Igual_votos,[],Manhattan,0.96
4,0,55,Igual_votos,[],Manhattan,0.9664429530201343
4,0,60,Igual_votos,[],Manhattan,0.9664429530201343
4,0,65,Igual_votos,[],Manhattan,0.9664429530201343
4,0,67,Igual_votos,[],Manhattan,0.9664429530201343
4,0,70,Igual_votos,[],Manhattan,0.9664429530201343
4,0,75,Igual_votos,[],Manhattan,0.9664429530201343
4,0,80,Igual_votos,[],Manhattan,1.0
4,0,85,Igual_votos,[],Manhattan,1.0
4,0,90,Igual_votos,[],Manhattan,1.0
4,0,91,Igual_votos,[],Manhattan,1.0
4,0,92,Igual_votos,[],Manhattan,1.0
4,0,93,Igual_votos,[],Manhattan,1.0
4,0,94,Igual_votos,[],Manhattan,1.0
4,0,95,Igual_votos,[],Manhattan,1.0
4,0,96,Igual_votos,[],Manhattan,1.0
4,0,97,Igual_votos,[],Manhattan,1.0
4,0,98,Igual_votos,[],Manhattan,1.0
4,0,99,Igual_votos,[],Manhattan,1.0
4,1,00,Igual_votos,[],Manhattan,1.0
4,0,50,Voto_fijo,[],Manhattan,0.96
4,0,55,Voto_fijo,[],Manhattan,0.9664429530201343
4,0,60,Voto_fijo,[],Manhattan,0.9664429530201343
4,0,65,Voto_fijo,[],Manhattan,1.0
4,0,67,Voto_fijo,[],Manhattan,1.0
4,0,70,Voto_fijo,[],Manhattan,1.0
4,0,75,Voto_fijo,[],Manhattan,1.0
4,0,80,Voto_fijo,[],Manhattan,1.0
4,0,85,Voto_fijo,[],Manhattan,1.0
4,0,90,Voto_fijo,[],Manhattan,1.0
4,0,91,Voto_fijo,[],Manhattan,1.0
4,0,92,Voto_fijo,[],Manhattan,1.0
4,0,93,Voto_fijo,[],Manhattan,1.0
4,0,94,Voto_fijo,[],Manhattan,1.0
4,0,95,Voto_fijo,[],Manhattan,1.0
4,0,96,Voto_fijo,[],Manhattan,1.0
4,0,97,Voto_fijo,[],Manhattan,1.0
4,0,98,Voto_fijo,[],Manhattan,1.0
4,0,99,Voto_fijo,[],Manhattan,1.0
4,1,00,Voto_fijo,[],Manhattan,1.0
4,0,50,Cercania,[],Chebychef,1.0
4,0,55,Cercania,[],Chebychef,1.0
4,0,50,Igual_votos,[],Chebychef,0.9533333333333334
4,0,55,Igual_votos,[],Chebychef,0.9930555555555556
4,0,60,Igual_votos,[],Chebychef,0.9930555555555556
4,0,65,Igual_votos,[],Chebychef,0.9930555555555556
4,0,67,Igual_votos,[],Chebychef,0.9930555555555556
4,0,70,Igual_votos,[],Chebychef,0.9930555555555556
4,0,75,Igual_votos,[],Chebychef,0.9930555555555556
4,0,80,Igual_votos,[],Chebychef,1.0
4,0,85,Igual_votos,[],Chebychef,1.0
4,0,90,Igual_votos,[],Chebychef,1.0
4,0,91,Igual_votos,[],Chebychef,1.0
4,0,92,Igual_votos,[],Chebychef,1.0
4,0,93,Igual_votos,[],Chebychef,1.0
4,0,94,Igual_votos,[],Chebychef,1.0
4,0,95,Igual_votos,[],Chebychef,1.0
4,0,96,Igual_votos,[],Chebychef,1.0
4,0,97,Igual_votos,[],Chebychef,1.0
4,0,98,Igual_votos,[],Chebychef,1.0
4,0,99,Igual_votos,[],Chebychef,1.0
4,1,00,Igual_votos,[],Chebychef,1.0
4,0,50,Voto_fijo,[],Chebychef,0.9733333333333334
4,0,55,Voto_fijo,[],Chebychef,0.9931972789115646
4,0,60,Voto_fijo,[],Chebychef,0.9931972789115646
4,0,65,Voto_fijo,[],Chebychef,1.0
4,0,67,Voto_fijo,[],Chebychef,1.0
4,0,70,Voto_fijo,[],Chebychef,1.0
4,0,75,Voto_fijo,[],Chebychef,1.0
4,0,80,Voto_fijo,[],Chebychef,1.0
4,0,85,Voto_fijo,[],Chebychef,1.0
4,0,90,Voto_fijo,[],Chebychef,1.0
4,0,91,Voto_fijo,[],Chebychef,1.0
4,0,92,Voto_fijo,[],Chebychef,1.0
4,0,93,Voto_fijo,[],Chebychef,1.0
4,0,94,Voto_fijo,[],Chebychef,1.0
4,0,95,Voto_fijo,[],Chebychef,1.0
4,0,96,Voto_fijo,[],Chebychef,1.0
4,0,97,Voto_fijo,[],Chebychef,1.0
4,0,98,Voto_fijo,[],Chebychef,1.0
4,0,99,Voto_fijo,[],Chebychef,1.0
4,1,00,Voto_fijo,[],Chebychef,1.0
5,0,50,Cercania,[],Euclidea,1.0
5,0,55,Cercania,[],Euclidea,1.0
5,0,60,Cercania,[],Euclidea,1.0
5,0,65,Cercania,[],Euclidea,1.0
5,0,67,Cercania,[],Euclidea,1.0
5,0,70,Cercania,[],Euclidea,1.0
5,0,75,Cercania,[],Euclidea,1.0
5,0,80,Cercania,[],Euclidea,1.0
5,0,50,Igual_votos,[],Euclidea,0.9733333333333334
5,0,55,Igual_votos,[],Euclidea,0.9733333333333334
5,0,60,Igual_votos,[],Euclidea,0.9733333333333334
5,0,65,Igual_votos,[],Euclidea,0.9863013698630136
5,0,67,Igual_votos,[],Euclidea,0.9863013698630136
5,0,70,Igual_votos,[],Euclidea,0.9863013698630136
5,0,75,Igual_votos,[],Euclidea,0.9863013698630136
5,0,80,Igual_votos,[],Euclidea,0.9863013698630136
5,0,85,Igual_votos,[],Euclidea,1.0
5,0,90,Igual_votos,[],Euclidea,1.0
5,0,91,Igual_votos,[],Euclidea,1.0
5,0,92,Igual_votos,[],Euclidea,1.0
5,0,93,Igual_votos,[],Euclidea,1.0
5,0,94,Igual_votos,[],Euclidea,1.0
5,0,95,Igual_votos,[],Euclidea,1.0
5,0,96,Igual_votos,[],Euclidea,1.0
5,0,97,Igual_votos,[],Euclidea,1.0
5,0,98,Igual_votos,[],Euclidea,1.0
5,0,99,Igual_votos,[],Euclidea,1.0
5,1,00,Igual_votos,[],Euclidea,1.0
5,0,50,Voto_fijo,[],Euclidea,0.9733333333333334
5,0,55,Voto_fijo,[],Euclidea,0.972972972972973
5,0,60,Voto_fijo,[],Euclidea,0.972972972972973
5,0,65,Voto_fijo,[],Euclidea,0.9863013698630136
5,0,67,Voto_fijo,[],Euclidea,0.9863013698630136
5,0,70,Voto_fijo,[],Euclidea,1.0
5,0,75,Voto_fijo,[],Euclidea,1.0
5,0,80,Voto_fijo,[],Euclidea,1.0
5,0,85,Voto_fijo,[],Euclidea,1.0
5,0,90,Voto_fijo,[],Euclidea,1.0
5,0,91,Voto_fijo,[],Euclidea,1.0
5,0,92,Voto_fijo,[],Euclidea,1.0
5,0,93,Voto_fijo,[],Euclidea,1.0
5,0,94,Voto_fijo,[],Euclidea,1.0
5,0,95,Voto_fijo,[],Euclidea,1.0
5,0,96,Voto_fijo,[],Euclidea,1.0
5,0,97,Voto_fijo,[],Euclidea,1.0
5,0,98,Voto_fijo,[],Euclidea,1.0
5,0,99,Voto_fijo,[],Euclidea,1.0
5,1,00,Voto_fijo,[],Euclidea,1.0
5,0,50,Cercania,[],Manhattan,1.0
5,0,55,Cercania,[],Manhattan,1.0
5,0,60,Cercania,[],Manhattan,1.0
5,0,65,Cercania,[],Manhattan,1.0
5,0,67,Cercania,[],Manhattan,1.0
5,0,70,Cercania,[],Manhattan,1.0
5,0,75,Cercania,[],Manhattan,1.0
5,0,80,Cercania,[],Manhattan,1.0
5,0,50,Igual_votos,[],Manhattan,0.9666666666666667
5,0,55,Igual_votos,[],Manhattan,0.9666666666666667
5,0,60,Igual_votos,[],Manhattan,0.9666666666666667
5,0,65,Igual_votos,[],Manhattan,0.9793103448275862
5,0,67,Igual_votos,[],Manhattan,0.9793103448275862
5,0,70,Igual_votos,[],Manhattan,0.9793103448275862
5,0,75,Igual_votos,[],Manhattan,0.9793103448275862
5,0,80,Igual_votos,[],Manhattan,0.9793103448275862
5,0,85,Igual_votos,[],Manhattan,1.0
5,0,90,Igual_votos,[],Manhattan,1.0
5,0,91,Igual_votos,[],Manhattan,1.0
5,0,92,Igual_votos,[],Manhattan,1.0
5,0,93,Igual_votos,[],Manhattan,1.0
5,0,94,Igual_votos,[],Manhattan,1.0
5,0,95,Igual_votos,[],Manhattan,1.0
5,0,96,Igual_votos,[],Manhattan,1.0
5,0,97,Igual_votos,[],Manhattan,1.0
5,0,98,Igual_votos,[],Manhattan,1.0
5,0,99,Igual_votos,[],Manhattan,1.0
5,1,00,Igual_votos,[],Manhattan,1.0
5,0,50,Voto_fijo,[],Manhattan,0.9666666666666667
5,0,55,Voto_fijo,[],Manhattan,0.9664429530201343
5,0,60,Voto_fijo,[],Manhattan,0.9664429530201343
5,0,65,Voto_fijo,[],Manhattan,0.9795918367346939
5,0,67,Voto_fijo,[],Manhattan,0.9795918367346939
5,0,70,Voto_fijo,[],Manhattan,1.0
5,0,75,Voto_fijo,[],Manhattan,1.0
5,0,80,Voto_fijo,[],Manhattan,1.0
5,0,85,Voto_fijo,[],Manhattan,1.0
5,0,90,Voto_fijo,[],Manhattan,1.0
5,0,91,Voto_fijo,[],Manhattan,1.0
5,0,92,Voto_fijo,[],Manhattan,1.0
5,0,93,Voto_fijo,[],Manhattan,1.0
5,0,94,Voto_fijo,[],Manhattan,1.0
5,0,95,Voto_fijo,[],Manhattan,1.0
5,0,96,Voto_fijo,[],Manhattan,1.0
5,0,97,Voto_fijo,[],Manhattan,1.0
5,0,98,Voto_fijo,[],Manhattan,1.0
5,0,99,Voto_fijo,[],Manhattan,1.0
5,1,00,Voto_fijo,[],Manhattan,1.0
5,0,50,Cercania,[],Chebychef,1.0
5,0,55,Cercania,[],Chebychef,1.0
5,0,60,Cercania,[],Chebychef,1.0
5,0,50,Igual_votos,[],Chebychef,0.98
5,0,55,Igual_votos,[],Chebychef,0.98
5,0,60,Igual_votos,[],Chebychef,0.98
5,0,65,Igual_votos,[],Chebychef,0.9929577464788732
5,0,67,Igual_votos,[],Chebychef,0.9929577464788732
5,0,70,Igual_votos,[],Chebychef,0.9929577464788732
5,0,75,Igual_votos,[],Chebychef,0.9929577464788732
5,0,80,Igual_votos,[],Chebychef,0.9929577464788732
5,0,85,Igual_votos,[],Chebychef,1.0
5,0,90,Igual_votos,[],Chebychef,1.0
5,0,91,Igual_votos,[],Chebychef,1.0
5,0,92,Igual_votos,[],Chebychef,1.0
5,0,93,Igual_votos,[],Chebychef,1.0
5,0,94,Igual_votos,[],Chebychef,1.0
5,0,95,Igual_votos,[],Chebychef,1.0
5,0,96,Igual_votos,[],Chebychef,1.0
5,0,97,Igual_votos,[],Chebychef,1.0
5,0,98,Igual_votos,[],Chebychef,1.0
5,0,99,Igual_votos,[],Chebychef,1.0
5,1,00,Igual_votos,[],Chebychef,1.0
5,0,50,Voto_fijo,[],Chebychef,0.9933333333333333
5,0,55,Voto_fijo,[],Chebychef,0.9931506849315068
5,0,60,Voto_fijo,[],Chebychef,0.9931506849315068
5,0,65,Voto_fijo,[],Chebychef,0.993103448275862
5,0,67,Voto_fijo,[],Chebychef,0.993103448275862
